jollibee_name,jollibee_address,jollibee_lat,jollibee_lng,mcdo_name,mcdo_address,mcdo_lat,mcdo_lng,distance_m
Jollibee Talipapa - Novaliches,"Savemore Drug, 482 Quirino Hwy, Quezon City, Metro Manila, Philippines",14.686300199999998,121.02445390000001,McDonald's QH Novaliches,"483 Quirino Hwy, Quezon City, 1116 Metro Manila, Philippines",14.686475399999999,121.0240579,46.8
Jollibee,"9544 C. Raymundo Ave, Caniogan, Pasig, 1606 Metro Manila, Philippines",14.570701699999999,121.0819559,McDonald's C Raymundo,"200 C. Raymundo Ave, Pasig, 1600 Metro Manila, Philippines",14.570666499999998,121.082399,47.8
Jollibee CITYLAND 10 Tower 2,"L/G, Cityland 10 Tower 2, 154 H.V. Dela Costa, Makati City, Metro Manila, Philippines",14.560728300000001,121.0175756,McDonald's,"1200 Valero, Makati, 1227 Kalakhang Maynila, Philippines",14.5606689,121.0180172,48.0
Jollibee Puregold Commonwealth,"Puregold Commonwealth, Commonwealth Ave, Matandang Balara, Quezon City, 1119 Metro Manila, Philippines",14.666419000000001,121.07098380000001,McDonald's Luzon Commonwealth,"2 Luzon Ave, Quezon City, 1119 Metro Manila, Philippines",14.6661661,121.07061139999999,48.9
Jollibee,"Gen. Luna St., Cor, Gov. Pascual Ave, Malabon, Metro Manila, Philippines",14.669562599999999,120.9468797,McDonald’s,"24 Gen. Luna St, Malabon, Metro Manila, Philippines",14.669155299999998,120.94706439999999,49.5
Jollibee Karangalan,"K Center Building, Imelda Avenue, Kaginhawaan St., Karangalan Village, Blk 27, PH2, Lot 5, B1 Kaginhawaan, Pasig, 1800 Metro Manila, Philippines",14.604917499999999,121.10495529999999,McDonald's Karangalan,"Imelda Ave. Corner Magsaysay Road, Pasig, 1800 Metro Manila, Philippines",14.6044822,121.10505739999999,49.6
Jollibee Tycoon Center,"Tycoon Centre, Pearl Dr, Ortigas Center, Pasig, Metro Manila, Philippines",14.5816327,121.0609945,McDonald's,"1600 Pearl Dr, Ortigas Center, Pasig, 1605 Metro Manila, Philippines",14.581254,121.06074419999999,50.0
Jollibee AP Reyes- Evangelista PRC,"1058 AP Reyes st, cor. Evangelista St. Brgy. Tejeros Makati, Makati City, Metro Manila, Philippines",14.5720801,121.01556210000001,McDonald's,"J. P. Rizal St, Makati City, 1207 Metro Manila, Philippines",14.5719034,121.01601559999999,52.6
Jollibee General Santos Ave,"Level 1, F3Q6+4VG, General Santos Ave, Lower Bicutan, Taguig, 1632 Metro Manila, Philippines",14.48874,121.0605805,McDonald's - Lower Bicutan Branch,"449 Banai St, Taguig, Metro Manila, Philippines",14.488506699999999,121.061009,52.9
Jollibee - Gen. T. De Leon,"4729 Gen. T. de Leon, Valenzuela, 1442 Metro Manila, Philippines",14.686365199999997,120.99496889999999,McDonald's B.Hive Plaza,"101 Gen. T. de Leon, Valenzuela, 1442 Metro Manila, Philippines",14.686753999999999,120.99527649999999,54.4
Jollibee Pateros,"P. Herrera, corner B. Morcilla St, Pateros, 1620 Metro Manila, Philippines",14.545250300000001,121.06582490000001,McDonald's,"17 B. Morcilla St, Pateros, 1620 Metro Manila, Philippines",14.5450295,121.0662906,55.8
Jollibee PITX,"Upper Ground, Pitx, 1 Kennedy Avenue, Tambo, Parañaque, Metro Manila, Philippines",14.508967499999999,120.99103919999999,McDonald's PITX,"2Nd Floor, Paranaque Integrated Terminal Exchange, 1 Kennedy Road, Brgy. Tambo, Parañaque, 1701 Metro Manila, Philippines",14.5094499,120.99089130000002,56.0
Jollibee UST Dapitan,"1523 Dapitan St, Sampaloc, Manila, 1015 Metro Manila, Philippines",14.612963899999999,120.9894346,McDonald's Gov. Forbes,"Governor Forbes, Sampaloc, Manila, 1800 Metro Manila, Philippines",14.6129616,120.98997109999999,57.7
Jollibee Eldrich Food Corporation,"M423+8P6, Bayan-Bayanan Ave, Marikina Heights (Concepcion), Marikina, 1800 Metro Manila, Philippines",14.650797599999997,121.10427449999999,McDonald's Concepcion Marikina,"Bayan-Bayanan Avenue Cor. E Santos, Candazo St, Marikina, 1800 Metro Manila, Philippines",14.650578399999999,121.1047669,58.3
Jollibee - Ayala Feliz,"Level 1, Ayala Malls, Feliz Marikina-Infanta Hwy, Pasig, 1800 Metro Manila, Philippines",14.6198271,121.09328339999999,McDonald's,"71 Eulogio Amang Rodriguez Ave, Pasig, 1610 Metro Manila, Philippines",14.619380000000001,121.09294,61.9
Jollibee Shaw Blvd. Wack Wack,"545 Shaw Blvd, Mandaluyong City, 1552 Metro Manila, Philippines",14.586234500000002,121.0479294,McDonald's Wack Wack,"555 Shaw Blvd, Mandaluyong City, 1552 Metro Manila, Philippines",14.5866502,121.04752979999998,63.1
Jollibee,"Rizal Ave, cor Manapat St, Malabon, Metro Manila, Philippines",14.6583907,120.95227179999999,McDonald's,"Symaco Bldg, 673 Rizal Ave Ext, Malabon, 1470 Metro Manila, Philippines",14.658675,120.95278189999999,63.3
Jollibee,"3rd, 3rd St, Pasay City, Metro Manila, Philippines",14.5381167,121.0011643,McDonald's Edsa Taft Rotonda,"24 EDSA - Pasay Rotonda Foot Bridge, Pasay City, 1302 Metro Manila, Philippines",14.5382783,121.00058019999997,65.4
Jollibee,"Philippines, Metro Manila, Parañaque, Tambo, Ground Flr",14.5225518,120.99016449999998,McDonald's,"G080 G081, Ayala Malls Manila Bay, Parañaque, 1700 Metro Manila, Philippines",14.523151099999998,120.99021060000001,66.8
Jollibee,"G/F Exportbank Plaza, Gil Puyat, cor Chino Roces Ave, Makati City, Metro Manila, Philippines",14.5593891,121.01155889999998,McDonald's,"corner Chino Roces Ave, Makati City, 1200 Metro Manila, Philippines",14.559781599999999,121.0120544,68.9
Jollibee,"Pamplona, Las Piñas, Metro Manila, Philippines",14.4515968,120.9773487,McDonald's Pamplona Dos,"Alabang–Zapote Rd, Las Piñas, 1742 Metro Manila, Philippines",14.4513674,120.97794549999999,69.1
Jollibee,"1038 Edsa E. Congressional, Bago Bantay, Quezon City, Metro Manila, Philippines",14.657792899999997,121.021055,McDonald's,"8001 Epifanio de los Santos Ave, Project 7, Quezon City, 1105 Metro Manila, Philippines",14.657159000000002,121.02107799999999,70.5
Jollibee Boni Avenue - Halcon,"Cor Boni Ave, Halcon, St, Mandaluyong City, Kalakhang Maynila, Philippines",14.575513800000001,121.0418521,McDonald's,"441 Boni Ave, Mandaluyong City, 1550 Metro Manila, Philippines",14.575878699999999,121.0413108,71.0
Jollibee - Market Market,"City, Taguig, Metro Manila, Philippines",14.5491732,121.05607260000001,McDonald's,"L1, 137 , Market! Market! Mall , 26th Street, Corner C5, Taguig, 1634 Metro Manila, Philippines",14.5493335,121.05542799999999,71.6
Jollibee,"Level 1 Red Hotel, 346 Don C Revilla St, corner Epifanio de los Santos Ave, Pasay City, Metro Manila, Philippines",14.537395699999998,121.0018992,McDonald's Giselle Plaza,"76 EDSA - Pasay Rotonda Foot Bridge, Pasay City, 1303 Metro Manila, Philippines",14.537243699999998,121.0012514,71.7
Jollibee Quezon Blvd- Mayon,"Quezon Blvd, cor Mayon St, Quezon City, Metro Manila, Philippines",14.618178799999999,121.0018096,McDonald's Sun Mall Welcome Rotonda,"11 Mayon St, Quezon City, 1114 Metro Manila, Philippines",14.618165800000002,121.00113540000001,72.6
Jollibee Benin,"335 Benin St. corner EDSA, Grace Park East, Caloocan, 1400 Metro Manila, Philippines",14.656858999999999,120.985312,McDonald's,"490 Epifanio de los Santos Ave, Morning Breeze Subdivision, Caloocan, 1405 Metro Manila, Philippines",14.657478,120.985533,72.8
Jollibee,"N. DOMINGO, cor A. Luna, ST, San Juan City, Metro Manila, Philippines",14.606045600000002,121.02336960000001,McDonald's,"N. Domingo St. Cor. F. Blumentritt St. Commercial Unit 4 Puregold Agora Mall, San Juan City, 1800 Metro Manila, Philippines",14.6054007,121.02318679999999,74.4
Jollibee SM Center Muntinlupa,"GF Atrium Area, SM City Muntinlupa, Muntinlupa, 1781 Metro Manila, Philippines",14.377562099999997,121.0459427,McDonald's,"Manila S Rd, Tunasan, Muntinlupa, 1773 Metro Manila, Philippines",14.3769904,121.0463094,74.8
Jollibee,"1038 Edsa E. Congressional, Bago Bantay, Quezon City, Metro Manila, Philippines",14.657792899999997,121.021055,McDonald's Munoz,"24 1, Bago Bantay, Quezon City, 1106 Metro Manila, Philippines",14.657973900000002,121.0203684,76.6
Jollibee España Don Quijote,"JX6V+FG3, Don Quijote St, Sampaloc, Manila, 1008 Metro Manila, Philippines",14.611125800000002,120.9937889,McDonald's Espana,"Don Quijote St, Sampaloc, Manila, 1008 Metro Manila, Philippines",14.61046,120.99399000000001,77.1
Jollibee Ortigas Ave Extn- Valley Golf Rd,"Ortigas Ave. ext, cor Valley Golf Road, Cainta, 1900 Rizal, Philippines",14.5825096,121.12898939999998,McDonald's,"Ortigas Ave Ext, Cainta, 1900 Rizal, Philippines",14.5818125,121.12906249999999,77.9
Jollibee,"Diosdado Macapagal Blvd, Tambo, Parañaque, 1701 Metro Manila, Philippines",14.5231814,120.99095619999999,McDonald's,"G080 G081, Ayala Malls Manila Bay, Parañaque, 1700 Metro Manila, Philippines",14.523151099999998,120.99021060000001,80.3
Jollibee Muñoz,"Munoz Market Plaza, EDSA cor, Fernando Poe Jr. Ave, Project 7, Quezon City, Metro Manila, Philippines",14.6573315,121.02002119999997,McDonald's Munoz,"24 1, Bago Bantay, Quezon City, 1106 Metro Manila, Philippines",14.657973900000002,121.0203684,80.6
Jollibee - Nova Square Mall,"GF Nova Square, cor. Pablo dela Cruz St, 671 Quirino Hwy, Novaliches, Quezon City, 1123 Metro Manila, Philippines",14.701287299999999,121.03504849999997,McDonald's - Holy Cross Novaliches,"701 Quirino Hwy, Quezon City, Metro Manila, Philippines",14.7018678,121.03551189999999,81.6
Jollibee Edsa Zamora,"333 EDSA Zamora cor. Libertad St, Pasay City, Metro Manila, Philippines",14.5378876,121.0016179,McDonald's Giselle Plaza,"76 EDSA - Pasay Rotonda Foot Bridge, Pasay City, 1303 Metro Manila, Philippines",14.537243699999998,121.0012514,81.7
Jollibee Banawe,"424 Banawe St, Bgy, cor Ma Clara, Santa Mesa Heights, Quezon City, Metro Manila, Philippines",14.6277029,121.0043152,McDonald's,"Banawe St, Quezon City, 1100 Metro Manila, Philippines",14.628381300000001,121.0040151,82.1
Jollibee Pedro Gil Paco,"1246 Pedro Gil St, Paco, Manila, 1007 Metro Manila, Philippines",14.5785197,120.99481239999999,McDonald's Paco,"1552 Paz St, Paco, Manila, 1007 Metro Manila, Philippines",14.579131299999998,120.99528099999999,84.7
Jollibee,"1038 Edsa E. Congressional, Bago Bantay, Quezon City, Metro Manila, Philippines",14.657792899999997,121.021055,McDonald's NXTGEN,"1105 Epifanio de los Santos Ave, Bago Bantay, Quezon City, 1105 Metro Manila, Philippines",14.658058400000002,121.0203174,84.7
Jollibee - Paso de Blas,"621-B Paso de Blas Rd, Valenzuela, 1442 Metro Manila, Philippines",14.7093231,120.99376260000001,McDonald's Paso De Blas,"Ugf Cu#10 And Sf Cu#1 Paso De Blas Mall, Cor General Luis, Valenzuela, 1448 Metro Manila, Philippines",14.7085552,120.9937451,85.4
Jollibee,"Level 1 Ayala Circuit Mall AP Reyes Street, Makati City, Metro Manila, Philippines",14.5742403,121.0195741,McDonald's,"C1-027 to 028, Lower G/F, Ayala Malls Circuit, Hippodromo St, Makati City, 1207 Metro Manila, Philippines",14.573532,121.0192614,85.6
Jollibee Scout Tobias,"Sct Tobias, cor Timog Ave, Diliman, Quezon City, Metro Manila, Philippines",14.6362118,121.03141099999999,McDonald's,"1103 Sct. Tobias St, Diliman, Quezon City, 1103 Metro Manila, Philippines",14.635443500000001,121.03127099999999,86.7
Jollibee Muñoz,"Munoz Market Plaza, EDSA cor, Fernando Poe Jr. Ave, Project 7, Quezon City, Metro Manila, Philippines",14.6573315,121.02002119999997,McDonald's NXTGEN,"1105 Epifanio de los Santos Ave, Bago Bantay, Quezon City, 1105 Metro Manila, Philippines",14.658058400000002,121.0203174,86.9
Jollibee SM City Caloocan,"623 Bagumbong Rd, Barangay 171, Caloocan, 1421 Metro Manila, Philippines",14.7512591,121.0190744,McDonald's Bagumbong Caloocan,"Q229+5JX, Barangay 171, Caloocan, Metro Manila, Philippines",14.7504771,121.01909880000001,87.0
Jollibee - Nova Square Mall,"GF Nova Square, cor. Pablo dela Cruz St, 671 Quirino Hwy, Novaliches, Quezon City, 1123 Metro Manila, Philippines",14.701287299999999,121.03504849999997,McDonald's QH San Bartolome,"6 Quirino Hwy, Quezon City, 1116 Metro Manila, Philippines",14.701900000000002,121.03556,87.6
Jollibee Rockwell Business Center Tower 3,"Rockwell Business Center, Meralco Ave, Ortigas Center, Pasig, Metro Manila, Philippines",14.5894167,121.0682275,McDonald's,"Ortigas Ave, Pasig, 1000 Metro Manila, Philippines",14.590200000000001,121.06843,89.8
Jollibee,"Green Meadows Ave, Ugong Norte, Quezon City, Metro Manila, Philippines",14.6016947,121.07887500000001,McDonald's,"107 Eulogio Rodriguez Jr. Ave, Quezon City, 1110 Metro Manila, Philippines",14.6020485,121.07964199999998,91.4
Jollibee WELLCOME PLAZA,"2420 G/ F Wellcome Plaza Bldg., Libertad St, Pasay City, Metro Manila, Philippines",14.5468271,120.99911660000001,McDonald's Taft Libertad,"corner Antonio S. Arnaiz Ave, Pasay City, 1304 Metro Manila, Philippines",14.547609,120.99882939999999,92.3
Jollibee Abad Santos Ave.,"3039 Jose Abad Santos, Tondo, Manila, Metro Manila, Philippines",14.6321856,120.9803165,McDonald's Abad Santos Hermosa,"3051 J Abad Santos Ave, Tondo, Manila, 1012 Metro Manila, Philippines",14.6313694,120.98047469999999,92.3
Jollibee,"509 G/F, Merchant Center Building, Padre Faura St, Ermita, Manila, 1000 Metro Manila, Philippines",14.577694300000001,120.9814629,McDonald's Padre Faura J Bocobo,"537 Padre Faura St, Ermita, Manila, 1000 Metro Manila, Philippines",14.5781117,120.98220979999999,92.8
Jollibee,"3rd, 3rd St, Pasay City, Metro Manila, Philippines",14.5381167,121.0011643,McDonald's Giselle Plaza,"76 EDSA - Pasay Rotonda Foot Bridge, Pasay City, 1303 Metro Manila, Philippines",14.537243699999998,121.0012514,97.5
Jollibee,"326 Shaw Blvd, corner Acacia Ln, Mandaluyong City, Metro Manila, Philippines",14.5891586,121.03583619999999,McDonald's,"362 Shaw Blvd, Mandaluyong City, 1552 Metro Manila, Philippines",14.5891772,121.0367622,99.7
